149
1.0 70.0 1.0
2.0 61.4231286406 1.0
3.0 56.4068729277 1.0
4.0 52.8487322811 1.0
5.0 50.0898058336 1.0
6.0 47.8366015683 1.0
7.0 45.9325619054 1.0
8.0 44.2842359217 1.0
9.0 42.8313458555 1.0
10.0 41.5327344742 1.0
11.0 40.3590459991 1.0
12.0 39.2886052089 1.0
13.0 38.3049517014 1.0
14.0 37.395290546 1.0
15.0 36.5494787614 1.0
16.0 35.7593395623 1.0
17.0 35.0181848673 1.0
18.0 34.320474496 1.0
19.0 33.6615676328 1.0
20.0 33.0375381148 1.0
21.0 32.4450348332 1.0
22.0 31.8811746397 1.0
23.0 31.3434590779 1.0
24.0 30.8297088494 1.0
25.0 30.3380116673 1.0
26.0 29.866680342 1.0
27.0 29.4142187832 1.0
28.0 28.9792941866 1.0
29.0 28.5607141039 1.0
30.0 28.1574074019 1.0
31.0 27.7684083445 1.0
32.0 27.3928432029 1.0
33.0 27.0299189269 1.0
34.0 26.6789135079 1.0
35.0 26.3391677391 1.0
36.0 26.0100781366 1.0
37.0 25.691090831 1.0
38.0 25.3816962734 1.0
39.0 25.0814246291 1.0
40.0 24.7898417553 1.0
41.0 24.5065456745 1.0
42.0 24.2311634737 1.0
43.0 23.9633485683 1.0
44.0 23.7027782803 1.0
45.0 23.4491516891 1.0
46.0 23.2021877184 1.0
47.0 22.9616234288 1.0
48.0 22.72721249 1.0
49.0 22.4987238109 1.0
50.0 22.2759403078 1.0
51.0 22.058657795 1.0
52.0 21.8466839826 1.0
53.0 21.6398375698 1.0
54.0 21.4379474238 1.0
55.0 21.2408518327 1.0
56.0 21.0483978272 1.0
57.0 20.8604405605 1.0
58.0 20.6768427445 1.0
59.0 20.4974741317 1.0
60.0 20.3222110425 1.0
61.0 20.1509359309 1.0
62.0 19.9835369851 1.0
63.0 19.8199077609 1.0
64.0 19.6599468434 1.0
65.0 19.503557535 1.0
66.0 19.3506475674 1.0
67.0 19.201128835 1.0
68.0 19.0549171484 1.0
69.0 18.9119320056 1.0
70.0 18.7720963796 1.0
71.0 18.6353365216 1.0
72.0 18.5015817772 1.0
73.0 18.3707644158 1.0
74.0 18.2428194716 1.0
75.0 18.117684595 1.0
76.0 17.995299914 1.0
77.0 17.8756079046 1.0
78.0 17.7585532697 1.0
79.0 17.6440828257 1.0
80.0 17.5321453959 1.0
81.0 17.4226917109 1.0
82.0 17.3156743151 1.0
83.0 17.2110474785 1.0
84.0 17.1087671143 1.0
85.0 17.0087907009 1.0
86.0 16.9110772089 1.0
87.0 16.8155870316 1.0
88.0 16.7222819208 1.0
89.0 16.6311249246 1.0
90.0 16.5420803297 1.0
91.0 16.4551136069 1.0
92.0 16.370191359 1.0
93.0 16.2872812722 1.0
94.0 16.2063520694 1.0
95.0 16.1273734664 1.0
96.0 16.0503161306 1.0
97.0 15.975151641 1.0
98.0 15.9018524515 1.0
99.0 15.8303918546 1.0
100.0 15.7607439484 1.0
101.0 15.6928836041 1.0
102.0 15.6267864356 1.0
103.0 15.5624287707 1.0
104.0 15.4997876231 1.0
105.0 15.4388406668 1.0
106.0 15.3795662104 1.0
107.0 15.3219431735 1.0
108.0 15.2659510643 1.0
109.0 15.2115699574 1.0
110.0 15.1587804733 1.0
111.0 15.1075637588 1.0
112.0 15.0579014677 1.0
113.0 15.0097757434 1.0
114.0 14.9631692011 1.0
115.0 14.9180649115 1.0
116.0 14.8744463851 1.0
117.0 14.8322975569 1.0
118.0 14.7916027722 1.0
119.0 14.7523467727 1.0
120.0 14.7145146831 1.0
121.0 14.6780919982 1.0
122.0 14.6430645714 1.0
123.0 14.6094186023 1.0
124.0 14.5771406256 1.0
125.0 14.5462175009 1.0
126.0 14.5166364015 1.0
127.0 14.4883848051 1.0
128.0 14.461450484 1.0
129.0 14.435821496 1.0
130.0 14.4114861756 1.0
131.0 14.3884331254 1.0
132.0 14.366651208 1.0
133.0 14.3461295383 1.0
134.0 14.3268574756 1.0
135.0 14.3088246168 1.0
136.0 14.292020789 1.0
137.0 14.2764360429 1.0
138.0 14.2620606462 1.0
139.0 14.2488850775 1.0
140.0 14.2369000202 1.0
141.0 14.2260963566 1.0
142.0 14.2164651622 1.0
143.0 14.2079977005 1.0
144.0 14.2006854177 1.0
145.0 14.1945199375 1.0
146.0 14.1894930564 1.0
147.0 14.1855967386 1.0
148.0 14.1828231122 1.0
149.0 14.1811644639 1.0
